review_id,tanggal,username,review,clean_text,nama_produk,variasi_produk,link_gambar,file_gambar,rating,sentiment,sentiment_numeric
H000075,2024-08-01,_***,"Saya pesen size normal yang Dateng malah size jumboo ,, kecewa bangett , yg kemas kurang teliti",sen size normal dateng size jumboo kecewa bangett kemas teliti,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Lemon - Size Normal,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/748a8127284348e4bd7497a96d75bc25.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/08ea42f9162f4b629f0a0ecfea0985d8.webp?ect=4g",H000075.jpg,1,Negative,0.0
P000171,2025-02-22,F***q,ga expect bakal sekocak ini si bajunya 🤣 tipis bgt2 dan aneh bahannya. buat yg badannya kurus bakal keliatan makiiiinn kurus co. sorry Bintang rendah karna emg se aneh i...,expect kocak baju tipis bgt aneh bahan badan kurus liat makiiiinn kurus sorry bintang rendah karna emg aneh,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Hitam - L,Tidak ada gambar,P000171.jpg,2,Negative,0.0
I000082,2024-10-01,A***a,enak di pakai,enak pakai,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,Varian: Black - XL,Tidak ada gambar,I000082.jpg,5,Positive,1.0
AA000021,2025-03-08,B***u,"Pelayanan cepat, Bahan sesuai, ukuran lebih kecil sedikit dibanding yang dulu, tpi ngga masalah sih. ngga kekecilan",layan cepat bahan sesuai ukur banding tpi ngga sih ngga kecil,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 32,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2025/3/6/c46dc6f9-b3b2-45aa-b340-6f8b20444a18.jpg.webp?ect=4g,AA000021.jpg,5,Positive,1.0
L000403,2024-01-01,miftahudin,terimakasih,terimakasih,CELANA PANJANG JEANS PRIA STRETCH,Varian: Bio Blict - 28,Tidak ada gambar,L000403.jpg,5,Positive,1.0
AA000009,2024-06-01,Rasyid,hmm,hmm,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AA000009.jpg,2,Negative,0.0
K000445,2024-01-01,Fina,Bagus si cuma pas kirain oversize,bagus pas kirain oversize,KEMEJA WANITA POLOS LENGAN PANJANG RAYON LONG SHIRT ORGANIK HITAM,Varian: Kemeja Hitam,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2021/12/1/b868edec-11b7-48f8-a187-9665b1d2382f.jpg.webp?ect=4g,K000445.jpg,5,Positive,1.0
AJ000390,2025-03-08,F***u,"Bajunya bagus enak bahannya dingin, punya 2 warna BW sama hijo botol. Thank you!",baju bagus enak bahan dingin warna hijo botol thank you,"KEMEJA WANITA , KEMEJA RAYON ORI PREMIUM, KEMEJA WANITA KEKINIAN, KEMEJA WANITA MURAH Oversize",Varian: Hijau botol - L (LD 105cm),Tidak ada gambar,AJ000390.jpg,5,Positive,1.0
N000222,2025-03-11,W***e,Mantap,mantap,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Biru Muda - All Size,Tidak ada gambar,N000222.jpg,5,Positive,1.0
H000073,2025-03-08,T***k,Ni sesuai,sesuai,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Army - Size Normal,Tidak ada gambar,H000073.jpg,5,Positive,1.0
AD000200,2024-06-01,C***k,"Ukurannya pas buat TB 166-171 BB 53++

Yang biasanya pakai celana panjang uk. 28-29 bisa lgsg pilih Size 30 biar ga kekecilan 👍🏻👍🏻",ukur pas pakai celana lgsg pilih size biar kecil,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 30,Tidak ada gambar,AD000200.jpg,5,Positive,1.0
O000007,2025-02-22,g***a,Beda sma yg difoto😞,beda sma foto,Rok PANJANG Plisket BB WAVY / Rok BB Wavy / rok plisket bb wavy (036),Varian: Almond 029 (lebar),Tidak ada gambar,O000007.jpg,1,Negative,0.0
AI000078,2025-03-10,P***w,"bajunya super super nyaman bgttttt bhn adem lembut, langsung aku pakee🥰",baju super super nyaman bgttttt bhn adem lembut langsung pakee,KEMEJA/BLOUSE ALIKA RAYON PREMIUM LD 120 CM,Varian: KAVITA - 120,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/931570a2e1f04394a25805e0db482576.webp?ect=4g,AI000078.jpg,5,Positive,1.0
AJ000265,2025-03-08,R***h,Kemejanya lumayan bagus sesuai lah dengan harganya,kemeja lumayan bagus sesuai harga,"KEMEJA WANITA , KEMEJA RAYON ORI PREMIUM, KEMEJA WANITA KEKINIAN, KEMEJA WANITA MURAH Oversize",Varian: BW - L (LD 105cm),Tidak ada gambar,AJ000265.jpg,5,Positive,1.0
O000018,2025-03-15,P***h,Cakep,cakep,Rok PANJANG Plisket BB WAVY / Rok BB Wavy / rok plisket bb wavy (036),Varian: Cream,Tidak ada gambar,O000018.jpg,5,Positive,1.0
AA000064,2025-02-22,Susanto,"barang bagus dan sesuai pesanan , terima kasih",barang bagus sesuai pesan terima kasih,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AA000064.jpg,5,Positive,1.0
H000022,2025-03-14,Y***p,kebesaran😭😭😭😭 bbku 74,besar bbku,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Denim - Size Jumbo,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/84266eba3c0d4096a4bbdcf4ce651403.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/4e2dd36e9c64409282b470bf4b9791e3.webp?ect=4g",H000022.jpg,4,Positive,1.0
AE000113,2024-11-01,I***a,"Bahannya bagus, sesuai dg deskripsi dan warnanya jg sesuai",bahan bagus sesuai deskripsi warna sesuai,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AE000113.jpg,5,Positive,1.0
AF000158,2024-05-01,Rudy,Ukurannya pas Tinggi badan < 160 cm Berat badan 60 - 70 kg,ukur pas badan berat badan,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AF000158.jpg,5,Positive,1.0
N000070,2025-02-01,T***S,Ukuran nya gagal,ukur nya gagal,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Soft pink - Jumbo XL,Tidak ada gambar,N000070.jpg,1,Negative,0.0
A000574,2024-01-01,M***a,"komunikasi bagus , bahan nyaman dipakai",komunikasi bagus bahan nyaman pakai,KAOS POLOS WANITA COTTON COMBED 30S BAJU KAOS POLOS CEWEK SIZE XS - XL,Varian: M,Tidak ada gambar,A000574.jpg,5,Positive,1.0
B000060,2024-12-01,R***i,"Bahan tipis, dipakai anak kepanasan. Tidak rekomendasi",bahan tipis pakai anak panas rekomendasi,Baju Anak Perempuan - (Ready Stock) Dress Anak Perempuan Aubu Karakter kartun LBB Terlaris / Fashion Dress Anak DTF Monster Lucu Terbaru,Varian: COKSU FALL IN - XL,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,B000060.jpg,1,Negative,0.0
A000160,2024-01-01,Dewi,Bagus kualitas dan warnanya. Harganya pun ok,bagus kualitas warna harga,KAOS POLOS WANITA COTTON COMBED 30S BAJU KAOS POLOS CEWEK SIZE XS - XL,Varian: L,Tidak ada gambar,A000160.jpg,5,Positive,1.0
AG000271,2025-03-10,N***d,"Bagus kainnya adem,tapi bagian bawah kok gak di jahit ya.",bagus kain ademtapi gak jahit,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Hitam - XL ( LD 110-130Cm ),Tidak ada gambar,AG000271.jpg,5,Positive,1.0
P000279,2025-01-01,A***p,"KECEWA PESAN DUA WARNA DI CATATAN tapi datang Satu warna sama buat apa ada catatan kalo gt 


sama kecewa sama tokped nya udah beberapa kali seperti ini catatan tidak di...",kecewa pesan warna catat warna catat kalo kecewa tokped nya udah kali catat,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Army - XL,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2025/1/8/b1942c57-64b9-44e7-9890-5c0f9e5e0fda.jpg.webp?ect=4g,P000279.jpg,1,Negative,0.0
AD000381,2024-01-01,Rikki,"Model celananya bagus dan bahanny bagus, ujuran panjangnya juga pas, namun sayangnya ukuran pinggangnya kebesaran.",model celana bagus bahanny bagus ujuran panjang pas sayang ukur pinggang besar,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AD000381.jpg,5,Positive,1.0
N000093,2025-03-13,J***v,Aku puas ssuai yg d psn pko nya bgus,puas ssuai psn pko nya bgus,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Jotol/tosca - All Size,Tidak ada gambar,N000093.jpg,5,Positive,1.0
T000022,2024-01-01,ARN,keren mantap sesuai ekspektasi,keren mantap sesuai ekspektasi,"jaket bomber premium,jaket pria",Varian: Putih - XXL,Tidak ada gambar,T000022.jpg,5,Positive,1.0
AV000032,2025-03-01,V***r,Bahan tipis bngt kasar nga sesuai sm waktu live...,bahan tipis bngt kasar nga sesuai live,Motif Best seller Atasan kemeja anak bahan katun flanel untuk usia 3-10 tahun lengan panjang motif kotak tartan fashion kids Fashion Baju anak anak,Varian: Best  01 - XL 5-6 tahun,Tidak ada gambar,AV000032.jpg,1,Negative,0.0
P000289,2024-04-01,Sahri,"Kacaaauuuu, awal mula pesen sesuai pilihan ternyata nunggu tanpa keterangan bahwa indent. Req by “chat” juga masih salah ukuran, mungkin lebi hati hati lg. Malas tuk komp...",kacaaauuuu sen sesuai pilih nunggu terang indent req chat salah ukur lebi hati hati malas tuk komp,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Army - XL,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,P000289.jpg,1,Negative,0.0
AA000022,2024-01-01,A***i,"pelayanannya yang kurang dan pesanan dibiarkan menumpuk tanpa diproses dan kejelasan, sehingga batal by sistem

n : kenapa tidak disimpan di warehouse tokopedia saja ?",layan pesan biar tumpuk proses jelas batal sistem simpan warehouse tokopedia,Aerostreet Chinos Panjang Elvano Hitam Celana Chino EAAAA,Varian: 36,Tidak ada gambar,AA000022.jpg,1,Negative,0.0
AG000226,2025-03-11,N***y,Trimakasih barang na dh smpai baguss,trimakasih barang smpai baguss,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Expresso - L ( LD 100-120Cm ),Tidak ada gambar,AG000226.jpg,5,Positive,1.0
E000104,2024-01-01,d***n,"Gede banget anjir sedangkan badan gua kecil
Jadi ga ke pake deh",gede banget anjir badan gua pake deh,Sweater XXXL Oversize Sweater Oblong Wanita Bigsize Atasan Crewneck Nyaman Bahan Fleece Sweatshirt Baju Basic Panjang Hoodie,Varian: Denim,Tidak ada gambar,E000104.jpg,1,Negative,0.0
S000402,2024-01-01,irham,cocok sesuai foto,cocok sesuai foto,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker",Varian: Black - XL,Tidak ada gambar,S000402.jpg,5,Positive,1.0
AP000035,2024-01-01,a***l,Di live bilang bisa untuk bb besar... Ternyata,live bilang,HSS - Vivi midi dress knit,Varian: Hazel Vivi Midi,Tidak ada gambar,AP000035.jpg,1,Negative,0.0
AZ000159,2025-02-22,G***i,"Bahan: Bahan nya terawang bgt ,ukuran L nya juga kecil,jdi nantung gtu",bahan bahan nya terawang bgt ukur nya keciljdi nantung gtu,RANIA ONE SET-Setelan celana dan atasan katun toyobo anak usia 0-10 tahun,Varian: Rania Choco - L,Tidak ada gambar,AZ000159.jpg,1,Negative,0.0
AE000125,2024-10-01,Ali,bagus nyaman di pakai. buat TB 162 BB 74 ukuran 32 pas banget agak ketat. overall okey jahitan rapi,bagus nyaman pakai ukur pas banget ketat overall okey jahit rapi,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AE000125.jpg,5,Positive,1.0
AK000002,2025-03-15,L***e,Kecil banget,banget,(PART 1) Square Neck Short Sleeve Shirt Blouse #2900,Varian: Putih - XXL,Tidak ada gambar,AK000002.jpg,2,Negative,0.0
L000026,2024-12-01,LiLi,terima kasih,terima kasih,CELANA PANJANG JEANS PRIA STRETCH,Varian: biowash - 36,Tidak ada gambar,L000026.jpg,5,Positive,1.0
AI000097,2025-03-09,I***q,Bagus bahannya lembut banget aku suka,bagus bahan lembut banget suka,KEMEJA/BLOUSE ALIKA RAYON PREMIUM LD 120 CM,Varian: KAVITA - 120,Tidak ada gambar,AI000097.jpg,5,Positive,1.0
AH000500,2025-01-01,z***n,Maksh KK bgus bajunya,maksh bgus baju,[1-100] Atasan Kemeja dan Blouse Santai Elegan - Nyaman,Varian: 12,Tidak ada gambar,AH000500.jpg,5,Positive,1.0
Q000445,2024-01-01,Ferry,"mantab jas blazernya, murah tapi gak murahan, terimakasih parayu, sangat berkualitas. tinggi badan 168 berat 55cm cocok pakai M.",mantab jas blazer murah gak murah terimakasih parayu kualitas badan berat cocok pakai,Parayu - Jas Blazer Vali Jas Pria Formal Kancing Satu Slim Fit,Varian: Hitam - M,Tidak ada gambar,Q000445.jpg,5,Positive,1.0
B000016,2025-03-08,I***z,Bajunya bgus..sesuai gmbar..hrga murah tp kualitas bgus tebel..mksih sellee,baju bgussesuai gmbarhrga murah kualitas bgus tebelmksih sellee,Baju Anak Perempuan - (Ready Stock) Dress Anak Perempuan Aubu Karakter kartun LBB Terlaris / Fashion Dress Anak DTF Monster Lucu Terbaru,Varian: PINK MELO - M,Tidak ada gambar,B000016.jpg,5,Positive,1.0
AB000281,2024-04-01,HillahAtha,"Produk bagus sesuai deskripsi, packing rapi dan aman, size nya jg pas
langganan disini tdk pernah mengecewakan 👍",produk bagus sesuai deskripsi packing rapi aman size nya pas langgan tdk kecewa,Aerostreet Chinos Panjang Elvano Krem Celana Chino EAAAA,Varian: 32,"https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/3/25/a8446c83-a596-4cde-873b-21d611ec3894.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/3/25/99f8c161-deb0-4d52-b270-cfd2777091eb.jpg.webp?ect=4g",AB000281.jpg,5,Positive,1.0
AP000018,2024-01-01,r***g,Kualitas produk: Model bajunya bagus sih tp sayang dibagian belakangnya brudul bahannya. Saran saya sebelum dipacking di cek terlebih dahulu kualitas bajunya🙏,kualitas produk model baju bagus sih sayang bagi belakang brudul bahan saran dipacking cek kualitas baju,HSS - Vivi midi dress knit,Varian: Kubus Vivi Midi,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,AP000018.jpg,2,Negative,0.0
AE000406,2024-01-01,Romi,Ukurannya pas,ukur pas,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AE000406.jpg,5,Positive,1.0
AZ000077,2025-03-08,R***l,Baju anak kekecilan dari deskripsi sampe 5 tahun tapi kecil,baju anak kecil deskripsi sampe,RANIA ONE SET-Setelan celana dan atasan katun toyobo anak usia 0-10 tahun,Varian: Rania Choco - L,Tidak ada gambar,AZ000077.jpg,2,Negative,0.0
C000033,2025-03-14,J***r,Bagus suami saya suka,bagus suami suka,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Coffee - XXL,Tidak ada gambar,C000033.jpg,5,Positive,1.0
AH000025,2024-08-01,d***2,"Bajunya jelek buluk
Seharusnya di pilih2 dulu sebelum di jual apalagi harga 50 ribu  ke atas klw 10 ribu  si gapapa ini 50 ribu tapi buluk
Kualitas produk: Jelek buluk be...",baju jelek buluk pilih jual harga ribu klw ribu gapapa ribu buluk kualitas produk jelek buluk,[1-100] Atasan Kemeja dan Blouse Santai Elegan - Nyaman,Varian: 19,Tidak ada gambar,AH000025.jpg,1,Negative,0.0
AJ000244,2025-03-08,E***f,baguuus pokonya,baguuus poko,"KEMEJA WANITA , KEMEJA RAYON ORI PREMIUM, KEMEJA WANITA KEKINIAN, KEMEJA WANITA MURAH Oversize",Varian: Abu muda - L (LD 105cm),Tidak ada gambar,AJ000244.jpg,5,Positive,1.0
G000032,2024-01-01,Sierra,"3x beli, ukuran beda2 semuaa",beli ukur beda semuaa,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Navy - 32,Tidak ada gambar,G000032.jpg,1,Negative,0.0
U000004,2025-02-22,S***a,"Dari review ulasan bahan bagus dan tebel, setelah order dan cek sendiri kualitas cukup di harga segitu gak over banget, untuk ketebalan menurut saya ini tipis, gak ada te...",review ulas bahan bagus tebel order cek kualitas harga segitu gak over banget tebal tipis gak,House of Smith Harrington Jacket Hangor Black #6 - Jaket Harrington Pria Hitam,Varian: L - BLACK,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",U000004.jpg,2,Negative,0.0
AF000004,2025-03-08,George,"benar2 puas, pas sekali.. bahan enak",puas pas bahan enak,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 36,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,AF000004.jpg,5,Positive,1.0
F000018,2024-01-01,Vyancca,Pas dateng ukurannya kecil,pas dateng ukur,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Hitam,Tidak ada gambar,F000018.jpg,2,Negative,0.0
Q000334,2024-01-01,S***i,"bagus, keren, murah tp gak murahan, gak nyesel, tks seller...",bagus keren murah gak murah gak nyesel tks seller,Parayu - Jas Blazer Vali Jas Pria Formal Kancing Satu Slim Fit,Varian: Hitam - L,Tidak ada gambar,Q000334.jpg,5,Positive,1.0
AH000410,2025-01-01,d***n,Kali ini mah order tiga smuanya zonk eung gak dikasi bon² ku si mimin 🤣,kali mah order smuanya zonk eung gak kasi bon mimin,[1-100] Atasan Kemeja dan Blouse Santai Elegan - Nyaman,Varian: 13,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,AH000410.jpg,5,Positive,1.0
A000487,2024-01-01,melly,"sdh kesekian kali beli kaosnya, asli adem bahannya pengiriman jg cepet bingits",sdh sekian kali beli kaos asli adem bahan kirim cepet bingits,KAOS POLOS WANITA COTTON COMBED 30S BAJU KAOS POLOS CEWEK SIZE XS - XL,Varian: XL,Tidak ada gambar,A000487.jpg,5,Positive,1.0
AB000043,2025-02-01,e***n,"BARANG GA AWET, pakai baru beberapa kali belum pernah dicuci, talibatiba udah SOBEK, JEBOL.",barang awet pakai kali cuci talibatiba udah sobek jebol,Aerostreet Chinos Panjang Elvano Krem Celana Chino EAAAA,Varian: 34,"https://images.tokopedia.net/img/cache/200-square/bjFkPX/2025/1/26/e346a0de-1b5e-40f9-bcbf-a03b840cba79.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2025/1/26/e9510476-618f-40ba-b64d-588208e899c7.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2025/1/26/93cd99a3-cb9b-4d72-9198-0c8a47f20735.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2025/1/26/b10f6fe9-cf0d-4bac-ac6e-e7ef8a6d452b.jpg.webp?ect=4g",AB000043.jpg,1,Negative,0.0
W000312,2024-08-01,nino,bagus bgt!!!,bagus bgt,House of Smith Bomber Jacket Bomen Black #5 - Jaket Bomber Pria Hitam,Varian: L,Tidak ada gambar,W000312.jpg,5,Positive,1.0
Y000168,2024-10-01,M***d,barangnya sesuai dan bagus juga jahitannya rapih,barang sesuai bagus jahit rapih,House Of Smith Lpl Misty #26 - Sweater Hoodie Casual Pria Fleece,Varian: XL,Tidak ada gambar,Y000168.jpg,5,Positive,1.0
P000285,2025-03-12,J***r,"bahan nya tipis, untuk harga sgitu kurang memuaskan ga sesuai dengan ekspektasi",bahan nya tipis harga sgitu muas sesuai ekspektasi,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Sage soft - M,Tidak ada gambar,P000285.jpg,1,Negative,0.0
U000159,2025-02-01,J***l,"Gak bisa nilai produk karna kurang ngerti bahan dsb. Tapi keren aja sih, bagus. Semoga nyaman dan awetttt. Secara ukuran, diaku passs buat bb 40an",gak nilai produk karna ngerti bahan dsb keren aja sih bagus moga nyaman awetttt ukur dia passs,House of Smith Harrington Jacket Hangor Black #6 - Jaket Harrington Pria Hitam,Varian: M - BLACK,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/d925c9d2e6ba45a587789f812e3e6c05~.webp?ect=4g,U000159.jpg,5,Positive,1.0
D000050,2024-01-01,M***,Saran sih kak klo emang barangnya kosong mending dikonfirmasi ke costumernya mau digantiin wrna apa!! Soalnya aku udah pnya wrna wardah nya udh prnh order.. Kan klo bgini...,saran sih kak klo emang barang kosong mending konfirmasi costumernya digantiin wrna udah pnya wrna wardah nya udh prnh order klo bgini,HSS - KEMEJA OVERSIZE POLOS BB 100Kg Atasan Wanita Jumbo,Varian: Blue Denim - Ld 140,Tidak ada gambar,D000050.jpg,1,Negative,0.0
AE000292,2024-01-01,A***i,mantapp,mantapp,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AE000292.jpg,5,Positive,1.0
AN000061,2025-02-01,T***S,Pengirimann lambat,pengirimann lambat,ZEEROKS.ID Baju Wanita Croptop Wangki Polos Bahan Cotton Combad Kaos Cewek,Varian: Putih - XL,Tidak ada gambar,AN000061.jpg,1,Negative,0.0
E000019,2024-01-01,i***,"Bahanya tipis,kurang baguss",bahanya tipiskurang baguss,Sweater XXXL Oversize Sweater Oblong Wanita Bigsize Atasan Crewneck Nyaman Bahan Fleece Sweatshirt Baju Basic Panjang Hoodie,Varian: Capucino,Tidak ada gambar,E000019.jpg,1,Negative,0.0
AJ000066,2025-03-13,S***w,"bagus bgt,wajib co sii",bagus bgtwajib sii,"KEMEJA WANITA , KEMEJA RAYON ORI PREMIUM, KEMEJA WANITA KEKINIAN, KEMEJA WANITA MURAH Oversize",Varian: Burgundy - L (LD 105cm),Tidak ada gambar,AJ000066.jpg,5,Positive,1.0
AW000127,2025-01-01,D***r,Tdk sesuai expetasi kecil bngt ukurannya.buat anak sd kelas 3,tdk sesuai expetasi bngt ukurannyabuat anak kelas,celana panjang anak laki-laki model cargo umur 5 sampai 15 tahun,Varian: ARMY - 14 tahun,Tidak ada gambar,AW000127.jpg,2,Negative,0.0
Q000241,2024-01-01,Bayu,biarkan ss yg berbicara,biar bicara,Parayu - Jas Blazer Vali Jas Pria Formal Kancing Satu Slim Fit,Varian: Hitam - S,"https://images.tokopedia.net/img/cache/200-square/bjFkPX/2023/5/2/7694b681-6b80-4898-b54e-14103a485c52.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2023/5/2/54ac2f6a-3b85-4467-8cf9-9f378d37374f.jpg.webp?ect=4g",Q000241.jpg,1,Negative,0.0
O000159,2025-03-09,I***j,Sukaa,sukaa,Rok PANJANG Plisket BB WAVY / Rok BB Wavy / rok plisket bb wavy (036),Varian: Almond,Tidak ada gambar,O000159.jpg,5,Positive,1.0
AK000019,2025-02-22,B***o,"Ga tau kmna paket saya...d apk sudah d terima
Tp saya tidak menerima nya
Kluarga pun sama g Nerima paket
Jdi bayar angin deh",tau kmna paket sayad apk terima terima nya kluarga nerima paket jdi bayar angin deh,(PART 1) Square Neck Short Sleeve Shirt Blouse #2900,Varian: Maroon - L,Tidak ada gambar,AK000019.jpg,1,Negative,0.0
P000359,2025-03-11,I***v,Saya pesan XL yang datang malah M,pesan,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Hitam - XL,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/e5cd6998c27e4798aae4698ffb67b7ff.webp?ect=4g,P000359.jpg,1,Negative,0.0
AJ000457,2025-03-01,C***l,Good,good,"KEMEJA WANITA , KEMEJA RAYON ORI PREMIUM, KEMEJA WANITA KEKINIAN, KEMEJA WANITA MURAH Oversize",Varian: Burgundy - L (LD 105cm),https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,AJ000457.jpg,5,Positive,1.0
H000013,2025-02-22,i****,Dasar baju jelek,dasar baju jelek,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Hitam - Tangan Panjang (Sz Normal),Tidak ada gambar,H000013.jpg,2,Negative,0.0
I000401,2024-01-01,darwis,mantul dah 😁👌 Ukurannya pas,mantul dah ukur pas,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,Varian: Black - L,Tidak ada gambar,I000401.jpg,5,Positive,1.0
AE000490,2024-01-01,A***d,"bahan nyaman, kantong cukup dalam untuk naro dompet atau hp, saran mending ambil menurut panjang kaki, jangan dari lingkar pinggang",bahan nyaman kantong naro dompet saran mending ambil kaki lingkar pinggang,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AE000490.jpg,5,Positive,1.0
AL000028,2024-01-01,l***h,Jelek dn kasar daaan mahal,jelek kasar daaan mahal,KEMEJA STRIP WANITA KECE Baju,Varian: 33 - All size,Tidak ada gambar,AL000028.jpg,2,Negative,0.0
L000448,2024-01-01,d***n,brng audah sampai terima kasih,brng audah terima kasih,CELANA PANJANG JEANS PRIA STRETCH,Varian: Black Jazz - 28,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2023/8/3/14869633-b12c-4b7b-b407-236d2e063a6c.jpg.webp?ect=4g,L000448.jpg,5,Positive,1.0
AX000046,2025-02-01,n***a,Kenapa  yg dua beda merek nya agak kecewa trs yg dua lbh kecil lg,beda merek nya kecewa trs lbh,"Paket 3 pcs kaos distro anak branded laki laki dan perempuan usia 3,5-12 tahun Combed 30s Bunda",Varian: 3pcs motif A - XXL,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/594a063874ae4f1a8f0189287990ad62.webp?ect=4g,AX000046.jpg,2,Negative,0.0
S000296,2024-01-01,Dzaky,"Bagus, sesuai harapan",bagus sesuai harap,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker",Varian: Navy - XL,Tidak ada gambar,S000296.jpg,5,Positive,1.0
V000042,2025-03-08,Z***v,"Tolong waktu dikirim diperiksa dulu, ini reseleting yg dilengan nya tidak dipasang",tolong kirim periksa reseleting leng nya pasang,House of Smith Bomber Jacket Bomith Black #3 - Jaket Bomber Pria Hitam,Varian: XL,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/f219381a8e2c4596a73f34b14a45d876.webp?ect=4g,V000042.jpg,2,Negative,0.0
